NM,DATE(GAME),OPP,PA,AB,RBI,R,H,2B,3B,HR,TB,SO,SB,CS,AVG,SAC,SF,BB,IBB,HBP,GIDP,TP,LOB,PO,A,DP,TP2,E,CS2,PB,DATE,GAME
陳子豪,06/06(78),統一7-ELEVEn,5,3,1,2,2,1.0,0.0,0.0,3.0,0,0,0.0,0.221,0.0,0.0,2,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-06,78
吳東融,06/07(80),統一7-ELEVEn,5,4,0,1,2,0.0,0.0,0.0,2.0,2,0,0.0,0.384,0.0,0.0,1,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-07,80
岳東華,06/07(80),統一7-ELEVEn,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.287,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-07,80
陳子豪,06/07(80),統一7-ELEVEn,4,4,3,1,4,2.0,0.0,0.0,6.0,0,0,0.0,0.264,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-07,80
蘇緯達,06/07(80),統一7-ELEVEn,1,1,1,1,1,0.0,0.0,0.0,1.0,0,0,0.0,0.345,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-07,80
高宇杰,06/07(80),統一7-ELEVEn,3,2,0,0,1,0.0,0.0,0.0,1.0,0,0,0.0,0.23,1.0,0.0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-07,80
詹子賢,06/07(80),統一7-ELEVEn,5,5,0,0,1,0.0,0.0,0.0,1.0,0,0,0.0,0.349,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-07,80
黃鈞聲,06/07(80),統一7-ELEVEn,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.333,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-07,80
王威晨,06/07(80),統一7-ELEVEn,5,4,0,1,2,0.0,0.0,0.0,2.0,0,0,0.0,0.363,0.0,0.0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-07,80
許基宏,06/07(80),統一7-ELEVEn,4,4,0,0,2,0.0,0.0,0.0,2.0,1,0,0.0,0.333,0.0,0.0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-07,80
江坤宇,06/07(80),統一7-ELEVEn,4,4,2,2,2,1.0,0.0,0.0,3.0,1,0,0.0,0.361,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-07,80
林祖傑,06/07(80),中信兄弟,4,4,3,1,1,1.0,0.0,0.0,2.0,1,0,0.0,0.29,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-07,80
郭阜林,06/07(80),中信兄弟,4,3,1,0,0,0.0,0.0,0.0,0.0,2,0,0.0,0.314,0.0,0.0,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-07,80
陳傑憲,06/07(80),中信兄弟,5,4,0,1,3,2.0,0.0,0.0,5.0,0,0,0.0,0.397,0.0,0.0,1,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-07,80
潘武雄,06/07(80),中信兄弟,1,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.16,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-07,80
周思齊,06/07(80),統一7-ELEVEn,5,4,1,1,1,0.0,0.0,0.0,1.0,1,0,0.0,0.309,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-07,80
唐肇廷,06/07(80),中信兄弟,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.306,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-07,80
陳重羽,06/07(80),中信兄弟,4,4,2,1,1,0.0,0.0,1.0,4.0,2,0,0.0,0.261,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-07,80
吳桀睿,06/07(80),中信兄弟,5,5,0,1,2,0.0,0.0,0.0,2.0,0,0,0.0,0.364,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-07,80
陳鏞基,06/07(80),中信兄弟,4,4,0,1,2,0.0,0.0,0.0,2.0,2,0,0.0,0.33,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-07,80
蘇智傑,06/07(80),中信兄弟,5,5,0,1,1,0.0,0.0,0.0,1.0,2,0,0.0,0.312,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-07,80
林靖凱,06/07(80),中信兄弟,4,4,0,0,1,0.0,0.0,0.0,1.0,0,0,0.0,0.246,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-07,80
陳文杰,06/07(80),統一7-ELEVEn,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0.0,0.233,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-07,80
林安可,06/07(80),中信兄弟,5,4,2,2,3,0.0,0.0,1.0,6.0,0,0,0.0,0.348,0.0,0.0,1,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-07,80
鄧志偉,06/07(80),中信兄弟,1,1,0,0,0,0.0,0.0,0.0,0.0,1,0,0.0,0.222,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-07,80
張志豪,06/07(80),統一7-ELEVEn,5,5,2,1,1,0.0,0.0,0.0,1.0,1,0,0.0,0.34600000000000003,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-07,80
林承飛,06/09(82),統一7-ELEVEn,2,2,0,0,0,0.0,0.0,0.0,0.0,1,0,0.0,0.265,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-09,82
嚴宏鈞,06/09(82),統一7-ELEVEn,3,3,0,0,1,0.0,0.0,0.0,1.0,0,0,0.0,0.2,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-09,82
余德龍,06/09(82),統一7-ELEVEn,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0.0,0.417,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-09,82
林祖傑,06/09(82),樂天,5,4,1,1,1,0.0,0.0,0.0,1.0,0,0,0.0,0.28800000000000003,0.0,0.0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-09,82
廖健富,06/09(82),統一7-ELEVEn,2,2,1,0,1,0.0,1.0,0.0,3.0,0,0,0.0,0.366,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-09,82
林立,06/09(82),統一7-ELEVEn,5,3,0,2,3,1.0,0.0,0.0,4.0,0,0,0.0,0.409,0.0,0.0,1,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-09,82
蘇智傑,06/09(82),樂天,5,3,2,0,0,0.0,0.0,0.0,0.0,2,0,0.0,0.306,0.0,1.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-09,82
郭阜林,06/09(82),樂天,3,2,0,0,0,0.0,0.0,0.0,0.0,1,0,0.0,0.308,0.0,0.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-09,82
陳重羽,06/09(82),樂天,5,4,0,0,1,0.0,0.0,0.0,1.0,1,0,0.0,0.261,1.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-09,82
陳晨威,06/09(82),統一7-ELEVEn,6,6,0,2,2,0.0,1.0,0.0,4.0,1,0,0.0,0.293,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-09,82
朱育賢,06/09(82),統一7-ELEVEn,5,5,0,0,1,0.0,0.0,0.0,1.0,2,0,0.0,0.345,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-09,82
林靖凱,06/09(82),樂天,5,5,0,0,1,1.0,0.0,0.0,2.0,1,0,0.0,0.244,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-09,82
陳傑憲,06/09(82),樂天,5,5,0,1,2,0.0,0.0,0.0,2.0,0,0,0.0,0.397,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-09,82
梁家榮,06/09(82),統一7-ELEVEn,1,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.308,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-09,82
林泓育,06/09(82),統一7-ELEVEn,5,4,2,0,0,0.0,0.0,0.0,0.0,1,0,0.0,0.387,0.0,1.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-09,82
吳桀睿,06/09(82),樂天,5,5,1,2,2,1.0,0.0,0.0,3.0,2,0,0.0,0.3670000000000001,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-09,82
陳俊秀,06/09(82),統一7-ELEVEn,5,4,0,0,0,0.0,0.0,0.0,0.0,1,0,0.0,0.309,0.0,0.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-09,82
林安可,06/09(82),樂天,5,4,1,2,2,2.0,0.0,0.0,4.0,0,0,0.0,0.35200000000000004,0.0,0.0,0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-09,82
林智平,06/09(82),統一7-ELEVEn,4,4,0,0,2,0.0,0.0,0.0,2.0,1,0,0.0,0.476,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-09,82
鄧志偉,06/09(82),樂天,2,2,0,0,0,0.0,0.0,0.0,0.0,1,0,0.0,0.214,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-09,82
郭嚴文,06/09(82),統一7-ELEVEn,3,2,1,1,1,0.0,0.0,1.0,4.0,0,0,0.0,0.31,0.0,0.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-09,82
藍寅倫,06/09(82),統一7-ELEVEn,5,4,2,0,2,0.0,0.0,0.0,2.0,0,0,0.0,0.343,0.0,0.0,0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-09,82
陳鏞基,06/09(82),樂天,5,4,2,1,3,1.0,0.0,0.0,4.0,0,0,0.0,0.34600000000000003,0.0,0.0,1,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-09,82
林靖凱,06/10(83),樂天,4,3,0,1,0,0.0,0.0,0.0,0.0,1,0,0.0,0.239,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-10,83
高宇杰,06/10(84),富邦,1,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.226,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-10,84
林哲瑄,06/10(84),中信兄弟,2,2,0,1,1,0.0,0.0,0.0,1.0,1,0,0.0,0.333,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-10,84
朱育賢,06/10(83),統一7-ELEVEn,1,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.342,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-10,83
陳重羽,06/10(83),樂天,4,3,0,1,2,0.0,0.0,0.0,2.0,0,0,0.0,0.274,0.0,0.0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-10,83
范國宸,06/10(84),中信兄弟,1,1,0,0,0,0.0,0.0,0.0,0.0,1,0,0.0,0.308,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-10,84
辛元旭,06/10(84),中信兄弟,3,3,0,1,1,0.0,0.0,0.0,1.0,2,0,0.0,0.312,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-10,84
潘武雄,06/10(83),樂天,1,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.154,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-10,83
陳晨威,06/10(83),統一7-ELEVEn,4,4,0,0,2,0.0,0.0,0.0,2.0,0,0,0.0,0.298,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-10,83
詹子賢,06/10(84),富邦,4,4,2,0,2,0.0,0.0,0.0,2.0,1,0,0.0,0.354,0.0,0.0,0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-10,84
林智平,06/10(83),統一7-ELEVEn,3,3,0,0,1,0.0,0.0,0.0,1.0,0,0,0.0,0.471,0.0,0.0,0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-10,83
林安可,06/10(83),樂天,5,4,0,1,1,0.0,0.0,0.0,1.0,1,0,0.0,0.349,0.0,0.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-10,83
張志豪,06/10(84),富邦,5,5,0,1,0,0.0,0.0,0.0,0.0,2,0,0.0,0.333,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-10,84
高國麟,06/10(84),中信兄弟,2,1,0,1,0,0.0,0.0,0.0,0.0,0,0,0.0,0.317,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-10,84
黃鈞聲,06/10(84),富邦,3,3,0,0,0,0.0,0.0,0.0,0.0,3,0,0.0,0.303,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-10,84
唐肇廷,06/10(83),樂天,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.306,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-10,83
陳子豪,06/10(84),富邦,5,4,0,1,0,0.0,0.0,0.0,0.0,2,0,0.0,0.25,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-10,84
王威晨,06/10(84),富邦,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.363,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-10,84
陳鏞基,06/10(83),樂天,5,4,1,1,3,0.0,0.0,1.0,6.0,1,1,0.0,0.361,0.0,0.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-10,83
岳東華,06/10(84),富邦,1,1,0,0,1,1.0,0.0,0.0,2.0,0,0,0.0,0.294,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-10,84
李宗賢,06/10(84),中信兄弟,4,4,0,0,0,0.0,0.0,0.0,0.0,1,0,0.0,0.29100000000000004,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-10,84
吳桀睿,06/10(83),樂天,4,4,2,1,2,0.0,0.0,0.0,2.0,1,1,0.0,0.377,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-10,83
林祖傑,06/10(83),樂天,5,5,2,2,2,0.0,0.0,1.0,5.0,2,0,0.0,0.295,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-10,83
蘇緯達,06/10(84),富邦,4,2,1,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.339,0.0,1.0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-10,84
郭嚴文,06/10(83),統一7-ELEVEn,4,4,0,0,0,0.0,0.0,0.0,0.0,2,0,0.0,0.299,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-10,83
陽耀勳,06/10(83),統一7-ELEVEn,4,4,0,0,1,0.0,0.0,0.0,1.0,0,0,0.0,0.25,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-10,83
高孝儀,06/10(84),中信兄弟,4,4,1,0,0,0.0,0.0,0.0,0.0,1,0,0.0,0.312,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-10,84
陳俊秀,06/10(83),統一7-ELEVEn,1,1,0,0,0,0.0,0.0,0.0,0.0,1,0,0.0,0.306,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-10,83
藍寅倫,06/10(83),統一7-ELEVEn,4,4,0,0,1,1.0,0.0,0.0,2.0,1,0,0.0,0.339,0.0,0.0,0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-10,83
鄧志偉,06/10(83),樂天,1,1,3,1,1,0.0,0.0,1.0,4.0,0,0,0.0,0.228,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-10,83
王正棠,06/10(84),中信兄弟,4,3,0,0,0,0.0,0.0,0.0,0.0,1,1,0.0,0.28,0.0,0.0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-10,84
陳重廷,06/10(83),樂天,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.231,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-10,83
胡金龍,06/10(84),中信兄弟,4,3,1,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.319,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-10,84
江坤宇,06/10(84),富邦,4,2,0,1,1,0.0,0.0,0.0,1.0,0,0,0.0,0.364,0.0,0.0,2,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-10,84
林立,06/10(83),統一7-ELEVEn,4,3,1,1,2,0.0,0.0,1.0,5.0,0,0,0.0,0.415,0.0,0.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-10,83
蘇智傑,06/10(83),樂天,5,5,0,1,0,0.0,0.0,0.0,0.0,2,0,0.0,0.29600000000000004,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-10,83
林泓育,06/10(83),統一7-ELEVEn,4,4,0,0,0,0.0,0.0,0.0,0.0,2,0,0.0,0.371,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-10,83
許基宏,06/10(84),富邦,4,3,1,1,1,0.0,0.0,1.0,4.0,1,0,0.0,0.333,0.0,0.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-10,84
吳東融,06/10(84),富邦,4,4,0,1,2,1.0,0.0,0.0,3.0,2,0,0.0,0.389,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-10,84
陳傑憲,06/10(83),樂天,5,4,2,1,1,0.0,0.0,0.0,1.0,0,0,1.0,0.394,0.0,0.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2020-06-10,83
林益全,06/10(84),中信兄弟,4,4,3,1,1,0.0,0.0,1.0,4.0,0,0,0.0,0.293,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-10,84
郭阜林,06/10(83),樂天,4,4,1,1,2,0.0,0.0,0.0,2.0,2,0,0.0,0.315,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-10,83
戴培峰,06/10(84),中信兄弟,3,3,0,0,1,0.0,0.0,0.0,1.0,1,0,0.0,0.293,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-10,84
梁家榮,06/10(83),統一7-ELEVEn,3,3,1,1,2,0.0,0.0,1.0,5.0,1,0,0.0,0.345,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-10,83
周思齊,06/10(84),富邦,5,5,2,1,3,0.0,0.0,1.0,6.0,0,0,0.0,0.329,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-10,84
廖健富,06/10(83),統一7-ELEVEn,3,3,0,0,1,0.0,0.0,0.0,1.0,0,0,0.0,0.365,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2020-06-10,83
高國輝,06/10(84),中信兄弟,4,3,0,1,1,0.0,0.0,0.0,1.0,0,0,0.0,0.304,0.0,0.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-10,84
高國輝,06/11(85),中信兄弟,1,1,0,0,0,0.0,0.0,0.0,0.0,1,0,0.0,0.298,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-11,85
戴培峰,06/11(85),中信兄弟,4,4,0,0,0,0.0,0.0,0.0,0.0,2,0,0.0,0.267,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-11,85
王威晨,06/11(85),富邦,4,4,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.354,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-11,85
申皓瑋,06/11(85),中信兄弟,3,3,0,0,1,0.0,0.0,0.0,1.0,1,0,0.0,0.333,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-11,85
高宇杰,06/11(85),富邦,4,4,0,0,1,0.0,0.0,0.0,1.0,0,0,0.0,0.227,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-11,85
胡金龍,06/11(85),中信兄弟,4,3,0,1,0,0.0,0.0,0.0,0.0,1,0,0.0,0.311,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-11,85
李宗賢,06/11(85),中信兄弟,4,4,0,0,1,0.0,0.0,0.0,1.0,1,0,0.0,0.289,0.0,0.0,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-11,85
王正棠,06/11(85),中信兄弟,4,4,0,1,1,0.0,0.0,0.0,1.0,0,0,0.0,0.278,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-11,85
周思齊,06/11(85),富邦,4,3,1,1,2,0.0,0.0,1.0,5.0,0,0,1.0,0.342,0.0,0.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2020-06-11,85
陳子豪,06/11(85),富邦,3,2,0,0,1,1.0,0.0,0.0,2.0,0,0,0.0,0.256,0.0,0.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-11,85
蘇緯達,06/11(85),富邦,1,1,0,0,1,0.0,0.0,0.0,1.0,0,0,0.0,0.345,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-11,85
林哲瑄,06/11(85),中信兄弟,4,3,0,1,2,0.0,0.0,0.0,2.0,0,1,0.0,0.35600000000000004,0.0,0.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-11,85
吳東融,06/11(85),富邦,3,3,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.376,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-11,85
林益全,06/11(85),中信兄弟,4,3,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.28600000000000003,0.0,0.0,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-11,85
陳文杰,06/11(85),富邦,1,1,0,0,1,0.0,0.0,0.0,1.0,0,0,0.0,0.258,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-06-11,85
