y,y_pred,y_p,y_p_pred,GAME NO.,STADIUM,DATE,TIME,AWAY TEAM,SCORE_A,HOME TEAM,SCORE_H,W,YEAR,Y_1,Y_2,A_WIN,A_SCORE,A_LOSE,H_WIN,H_SCORE,H_LOSE,H_WIN_VS,H_SCORE_VS,H_LOSE_VS,A_WIN_7,A_SCORE_7,A_LOSE_7,H_WIN_7,H_SCORE_7,H_LOSE_7,H_WIN_VS_60,H_SCORE_VS_60,H_LOSE_VS_60,GAME,A1,A2,A3,A4,A5,A6,A7,A8,A9,H1,H2,H3,H4,H5,H6,H7,H8,H9,AP,HP,A1_H_BB,A1_PA,A1_RBI,A2_H_BB,A2_PA,A2_RBI,A3_H_BB,A3_PA,A3_RBI,A4_H_BB,A4_PA,A4_RBI,A5_H_BB,A5_PA,A5_RBI,A6_H_BB,A6_PA,A6_RBI,A7_H_BB,A7_PA,A7_RBI,A8_H_BB,A8_PA,A8_RBI,A9_H_BB,A9_PA,A9_RBI,H1_H_BB,H1_PA,H1_RBI,H2_H_BB,H2_PA,H2_RBI,H3_H_BB,H3_PA,H3_RBI,H4_H_BB,H4_PA,H4_RBI,H5_H_BB,H5_PA,H5_RBI,H6_H_BB,H6_PA,H6_RBI,H7_H_BB,H7_PA,H7_RBI,H8_H_BB,H8_PA,H8_RBI,H9_H_BB,H9_PA,H9_RBI,A1_H_BB_30,A1_PA_30,A1_RBI_30,A2_H_BB_30,A2_PA_30,A2_RBI_30,A3_H_BB_30,A3_PA_30,A3_RBI_30,A4_H_BB_30,A4_PA_30,A4_RBI_30,A5_H_BB_30,A5_PA_30,A5_RBI_30,A6_H_BB_30,A6_PA_30,A6_RBI_30,A7_H_BB_30,A7_PA_30,A7_RBI_30,A8_H_BB_30,A8_PA_30,A8_RBI_30,A9_H_BB_30,A9_PA_30,A9_RBI_30,H1_H_BB_30,H1_PA_30,H1_RBI_30,H2_H_BB_30,H2_PA_30,H2_RBI_30,H3_H_BB_30,H3_PA_30,H3_RBI_30,H4_H_BB_30,H4_PA_30,H4_RBI_30,H5_H_BB_30,H5_PA_30,H5_RBI_30,H6_H_BB_30,H6_PA_30,H6_RBI_30,H7_H_BB_30,H7_PA_30,H7_RBI_30,H8_H_BB_30,H8_PA_30,H8_RBI_30,H9_H_BB_30,H9_PA_30,H9_RBI_30,AP_ERA,AP_PER_IP,AP_WHIP_HR,AP_SO,HP_ERA,HP_PER_IP,HP_WHIP_HR,HP_SO,AP_ERA_30,AP_PER_IP_30,AP_WHIP_HR_30,AP_SO_30,HP_ERA_30,HP_PER_IP_30,HP_WHIP_HR_30,HP_SO_30,A1_H_BB_VS,A1_PA_VS,A1_BSO_VS,A2_H_BB_VS,A2_PA_VS,A2_BSO_VS,A3_H_BB_VS,A3_PA_VS,A3_BSO_VS,A4_H_BB_VS,A4_PA_VS,A4_BSO_VS,A5_H_BB_VS,A5_PA_VS,A5_BSO_VS,A6_H_BB_VS,A6_PA_VS,A6_BSO_VS,A7_H_BB_VS,A7_PA_VS,A7_BSO_VS,A8_H_BB_VS,A8_PA_VS,A8_BSO_VS,A9_H_BB_VS,A9_PA_VS,A9_BSO_VS,H1_H_BB_VS,H1_PA_VS,H1_BSO_VS,H2_H_BB_VS,H2_PA_VS,H2_BSO_VS,H3_H_BB_VS,H3_PA_VS,H3_BSO_VS,H4_H_BB_VS,H4_PA_VS,H4_BSO_VS,H5_H_BB_VS,H5_PA_VS,H5_BSO_VS,H6_H_BB_VS,H6_PA_VS,H6_BSO_VS,H7_H_BB_VS,H7_PA_VS,H7_BSO_VS,H8_H_BB_VS,H8_PA_VS,H8_BSO_VS,H9_H_BB_VS,H9_PA_VS,H9_BSO_VS,H-A_WIN,H-A_SCORE,H-A_LOSE,H-A_WIN_7,H-A_SCORE_7,H-A_LOSE_7,A_OBP_16,A_OBP_79,A_RBI_46,H_OBP_16,H_OBP_79,H_RBI_46,A_PA_16,A_PA_79,H_PA_16,H_PA_79,A_OBP_16_30,A_OBP_79_30,A_RBI_46_30,H_OBP_16_30,H_OBP_79_30,H_RBI_46_30,A_PA_16_30,A_PA_79_30,H_PA_16_30,H_PA_79_30,A_OBP_16_VS,A_OBP_79_VS,H_OBP_16_VS,H_OBP_79_VS,A_BSO_16_VS,A_BSO_79_VS,H_BSO_16_VS,H_BSO_79_VS,VS_OBP_16,VS_OBP_79,VS_RBI_46,VS_PA_16,VS_PA_79,VS_OBP_16_VS,VS_OBP_79_VS,VS_BSO_16_VS,VS_BSO_79_VS,VS_ERA,VS_PER_IP,VS_WHIP_HR,VS_SO
1,0.7411566787060131,1,0.9662637156590254,210,桃園,2015-09-06,17:06,統一7-ELEVEn,2,Lamigo,3,Lamigo,2015,1,1,0.4,5.0,6.0,0.5,5.5,5.0,0.4,5.0,6.0,0.5,5.0,5.0,0.6,6.0,6.0,0.3333333333333333,5.5,6.0,210,林志祥,劉芙豪,潘武雄,高國慶,陳鏞基,張泰山,郭阜林,高志綱,方昶詠,陽耀勳,林智平,林智勝,林泓育,陳俊秀,王柏融,郭嚴文,陳冠任,黃浩然,王鏡銘,許銘傑,1,18,1,8,18,5,5,16,0,2,10,1,5,15,6,5,17,2,4,15,2,5,10,1,5,8,0,6,16,1,1,9,0,8,23,2,6,16,0,11,22,11,6,18,4,2,13,0,7,8,1,3,13,4,17,60,7,21,59,12,19,54,9,14,39,3,22,53,13,20,53,8,7,35,3,10,35,2,8,18,0,6,16,1,18,55,2,27,60,15,21,50,7,20,55,15,6,18,4,10,50,7,22,41,3,8,28,6,15.65217391304348,1.15,4.3478260869565215,7.82608695652174,,,,,12.857142857142858,0.875,3.4285714285714284,7.7142857142857135,6.428571428571429,7.0,2.7142857142857144,6.428571428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09999999999999998,0.5,-1.0,0.09999999999999998,1.0,1.0,0.2765957446808511,0.42424242424242425,0.21428571428571427,0.36538461538461536,0.35294117647058826,0.26785714285714285,94,33,104,34,0.3553459119496855,0.2840909090909091,0.16551724137931034,0.3858267716535433,0.33613445378151263,0.21138211382113822,318,88,254,119,,,,,,,,,1,0,1,1,1,0,0,0,0,0,0,0,0
1,0.7908960790179601,1,0.6685856076204815,211,新莊,2015-09-08,18:35,統一7-ELEVEn,2,中信兄弟,3,中信兄弟,2015,1,1,0.3333333333333333,4.0,5.0,0.5714285714285714,6.0,6.0,0.42857142857142855,5.0,5.0,0.4,5.0,4.0,0.4,6.0,6.0,0.5833333333333334,6.0,6.0,211,林志祥,劉芙豪,潘武雄,高國慶,陳鏞基,張泰山,郭阜林,高志綱,羅國龍,張志豪,王勝偉,周思齊,彭政閔,林威助,蔣智賢,許基宏,陳家駒,陳江和,林子崴,伍鐸,2,23,1,11,23,6,6,20,0,3,14,2,7,19,6,5,21,2,5,19,2,6,14,1,1,6,1,4,21,4,6,22,3,13,24,3,8,24,2,6,11,2,7,22,4,5,19,2,7,21,1,3,13,3,18,65,7,24,64,13,20,58,9,15,43,4,24,57,13,20,57,8,8,39,3,11,39,2,11,29,3,20,60,8,15,63,8,30,67,10,31,71,6,8,22,4,18,65,11,22,64,9,14,48,3,9,42,5,0.0,2.1,0.4761904761904762,12.857142857142856,1.125,8.0,1.25,4.5,1.0714285714285714,1.4,0.7142857142857143,10.714285714285714,1.5517241379310345,7.25,1.2758620689655171,6.517241379310344,0,4,2,1,4,0,0,3,1,1,3,0,1,3,2,1,3,0,1,2,1,1,3,0,1,2,0,1,2,1,0,2,1,1,4,1,1,5,3,0,0,0,1,4,1,1,5,1,1,3,2,1,3,0,0.23809523809523808,2.0,1.0,0.0,1.0,2.0,0.2833333333333333,0.3076923076923077,0.18518518518518517,0.3548387096774194,0.2830188679245283,0.14035087719298245,120,39,124,53,0.35174418604651164,0.2803738317757009,0.1592356687898089,0.3505747126436782,0.2922077922077922,0.13291139240506328,344,107,348,154,0.2,0.42857142857142855,0.23529411764705882,0.2727272727272727,0.25,0.14285714285714285,0.4117647058823529,0.2727272727272727,1,0,0,1,1,1,0,1,1,1,1,1,0
1,0.6883446380284447,1,-0.5131447460786798,212,澄清湖,2015-09-09,18:34,Lamigo,8,義大,9,義大,2015,1,1,0.5714285714285714,5.0,5.0,0.4,6.0,6.0,0.42857142857142855,6.0,7.0,0.8,5.0,5.0,0.4,6.0,6.0,0.38461538461538464,5.0,5.0,212,詹智堯,陳冠任,林智勝,林泓育,陳俊秀,王柏融,郭嚴文,梁家榮,黃浩然,林哲瑄,胡金龍,高國輝,林益全,陽冠威,鄭兆行,林琨笙,陳凱倫,林瑋恩,明星,蔡明晋,0,5,0,8,11,1,7,22,2,7,16,1,10,22,11,7,22,4,3,13,0,5,7,0,3,16,4,5,24,0,5,18,5,7,22,3,10,23,6,1,8,0,2,7,1,0,0,0,3,14,0,6,15,1,10,46,4,24,45,3,28,64,15,22,54,8,21,59,17,7,22,4,11,54,7,10,23,3,8,31,6,14,48,5,21,52,9,19,57,9,28,59,19,3,14,1,4,12,1,0,0,0,10,41,1,10,39,2,1.3846153846153846,6.5,1.0,11.076923076923077,0.0,5.0,1.0,7.2,3.0,5.25,1.2857142857142858,8.142857142857142,4.017857142857143,5.6,2.232142857142857,6.428571428571429,7,17,0,6,12,0,10,17,2,4,20,7,7,9,0,0,2,1,2,14,0,3,9,1,1,9,1,2,4,1,0,3,2,0,3,2,1,4,0,1,1,0,0,3,0,0,0,0,1,1,0,0,2,2,-0.17142857142857137,1.0,1.0,-0.4,1.0,1.0,0.3979591836734694,0.3055555555555556,0.26666666666666666,0.29411764705882354,0.3103448275862069,0.18421052631578946,98,36,102,29,0.38620689655172413,0.26851851851851855,0.21481481481481482,0.3677685950413223,0.25,0.24705882352941178,290,108,242,80,0.44155844155844154,0.1875,0.2222222222222222,0.3333333333333333,0.12987012987012986,0.0625,0.2777777777777778,0.6666666666666666,0,1,0,1,0,0,1,1,1,0,0,0,0
1,0.7275046693668905,3,1.240718567211253,213,新莊,2015-09-10,18:33,統一7-ELEVEn,2,中信兄弟,5,中信兄弟,2015,1,3,0.3333333333333333,4.0,3.5,0.625,5.5,5.5,0.5,4.5,5.0,0.2,3.0,3.0,0.6,6.0,6.0,0.5454545454545454,5.0,5.5,213,林志祥,方昶詠,劉芙豪,高國慶,陳鏞基,張泰山,郭阜林,高志綱,羅國龍,張志豪,王勝偉,周思齊,彭政閔,林威助,蔣智賢,許基宏,周聖訓,陳江和,江辰晏,克拉帝,2,23,1,6,11,0,11,23,6,3,14,1,7,19,5,5,21,2,3,20,0,3,14,0,1,5,1,4,21,3,5,23,4,13,23,2,7,23,2,7,15,3,7,21,4,7,18,2,0,0,0,2,13,1,19,69,7,9,21,0,25,68,13,16,47,4,25,61,13,21,61,8,8,43,3,11,42,2,11,31,3,21,65,8,15,68,9,32,71,10,32,75,6,9,26,5,20,69,11,25,68,9,0,2,0,9,46,5,7.0588235294117645,5.1,1.7647058823529411,5.294117647058824,1.5,3.0,1.5,6.0,5.206611570247934,6.05,1.3223140495867771,8.925619834710744,1.5,3.0,1.5,6.0,1,6,1,0,0,0,2,10,6,2,6,1,6,9,0,0,4,1,0,0,0,1,4,0,1,10,4,4,14,3,3,14,4,9,22,4,5,19,2,2,12,0,2,5,1,1,9,2,0,0,0,2,5,1,0.2916666666666667,1.5,2.0,0.39999999999999997,3.0,3.0,0.3063063063063063,0.1794871794871795,0.14814814814814814,0.3412698412698413,0.2903225806451613,0.15254237288135594,111,39,126,31,0.3516819571865443,0.25862068965517243,0.14792899408284024,0.3449197860962567,0.29310344827586204,0.12941176470588237,327,116,374,116,0.3142857142857143,0.14285714285714285,0.29069767441860467,0.21428571428571427,0.2571428571428571,0.2857142857142857,0.16279069767441862,0.21428571428571427,1,1,1,1,0,0,1,0,0,0,0,0,1
1,0.5746911259920107,5,1.3301563380422257,214,澄清湖,2015-09-10,18:34,Lamigo,6,義大,11,義大,2015,1,5,0.5,5.5,5.5,0.5,6.0,7.0,0.5,6.0,7.0,0.6,8.0,6.0,0.6,6.0,8.0,0.4615384615384616,6.0,5.0,214,陽耀勳,詹智堯,林智勝,林泓育,陳俊秀,王柏融,林智平,郭永維,黃浩然,林哲瑄,張建銘,胡金龍,林益全,高國輝,鄭達鴻,陽冠威,陳凱倫,林瑋恩,蘭斯佛,希克,8,17,1,0,10,0,8,23,2,10,17,3,11,23,13,6,22,4,3,10,0,1,1,0,6,17,5,7,24,3,5,12,2,6,19,5,10,24,6,7,23,4,7,14,3,4,12,2,4,18,0,7,15,1,8,21,1,10,51,4,30,69,15,26,59,10,23,64,19,8,26,5,20,60,2,3,9,1,11,35,8,17,53,8,14,42,6,23,57,10,29,64,19,20,62,11,18,45,7,6,18,3,11,45,1,12,43,2,,,,,2.25,8.0,0.625,10.125,,,,,3.272727272727273,7.333333333333332,0.9090909090909092,9.818181818181818,0,4,1,1,11,5,8,25,11,8,23,9,4,9,2,1,3,1,7,27,8,3,9,4,4,13,2,4,7,0,11,34,3,10,28,2,12,30,2,18,33,2,15,26,2,3,11,1,2,9,0,3,22,4,0.0,0.5,1.5,0.0,-2.0,2.0,0.38392857142857145,0.35714285714285715,0.3225806451612903,0.3620689655172414,0.3333333333333333,0.21311475409836064,112,28,116,45,0.3620689655172414,0.3269230769230769,0.22818791946308725,0.3746130030959752,0.27358490566037735,0.21637426900584794,290,104,323,106,0.29333333333333333,0.2857142857142857,0.4430379746835443,0.19047619047619047,0.38666666666666666,0.2857142857142857,0.06962025316455696,0.11904761904761904,0,0,0,1,1,1,0,0,0,0,0,0,0
0,0.47584060462346406,-16,-5.259242989900241,215,洲際,2015-09-11,18:36,義大,17,中信兄弟,1,義大,2015,0,-16,0.5714285714285714,6.0,6.0,0.6666666666666666,5.0,5.0,0.3333333333333333,6.0,6.0,0.8,8.0,6.0,0.6,5.0,6.0,0.7,6.0,4.5,215,林哲瑄,張建銘,胡金龍,林益全,高國輝,鄭達鴻,陽冠威,陳凱倫,林瑋恩,張正偉,張志豪,周思齊,彭政閔,蔣智賢,許基宏,王勝偉,周聖訓,陳江和,羅力,林煜清,10,24,3,7,16,3,6,19,8,8,24,6,5,24,3,9,17,4,6,12,3,7,18,2,8,19,3,0,6,0,4,20,4,12,22,2,8,21,2,7,19,2,7,16,3,2,22,3,0,3,0,2,12,0,20,58,8,16,43,8,22,58,13,28,65,18,20,63,10,19,45,8,8,22,4,14,47,3,11,43,4,21,54,1,21,64,9,32,71,11,31,73,6,19,68,10,24,66,9,13,68,6,0,5,0,8,45,4,4.5,8.0,1.375,5.625,,,,,3.0,7.0,1.5714285714285714,6.428571428571429,,,,,0,0,0,17,42,8,15,44,4,18,42,0,12,31,3,8,31,5,5,15,4,1,10,2,7,18,1,8,17,1,4,19,2,7,18,2,9,19,1,2,7,0,4,15,5,6,19,4,0,0,0,3,10,1,0.09523809523809523,-1.0,-1.0,-0.20000000000000007,-3.0,0.0,0.3629032258064516,0.42857142857142855,0.2,0.36538461538461536,0.10810810810810811,0.125,124,49,104,37,0.37650602409638556,0.29464285714285715,0.20809248554913296,0.37373737373737376,0.17796610169491525,0.12077294685990338,332,112,396,118,0.3684210526315789,0.3023255813953488,0.35789473684210527,0.3103448275862069,0.10526315789473684,0.16279069767441862,0.11578947368421053,0.1724137931034483,1,0,0,0,0,0,1,1,1,0,0,0,0
0,0.2168710791125919,-2,-1.2711641982322637,216,台南,2015-09-11,18:34,Lamigo,8,統一7-ELEVEn,6,Lamigo,2015,0,-2,0.4444444444444444,6.0,6.0,0.2857142857142857,3.0,4.0,0.25,4.0,7.5,0.4,6.0,9.0,0.2,2.0,3.0,0.5833333333333334,6.0,5.5,216,陽耀勳,陳冠任,林智勝,林泓育,陳俊秀,王柏融,郭嚴文,梁家榮,黃浩然,劉芙豪,朱元勤,鄧志偉,高國慶,陳鏞基,買嘉儀,周廣勝,林志賢,方昶詠,瓦德茲,潘威倫,9,19,1,6,11,0,8,22,1,10,16,5,9,22,9,6,21,6,5,16,1,3,8,0,7,17,5,10,23,6,2,4,0,4,10,3,4,14,1,7,19,4,0,0,0,1,1,0,0,0,0,7,15,0,10,26,1,25,49,3,31,73,16,28,63,12,25,68,19,9,30,8,13,58,8,10,26,3,12,38,8,25,72,13,3,8,1,9,24,6,18,51,4,27,65,14,1,8,0,1,1,0,0,0,0,10,25,0,3.75,7.199999999999998,2.152777777777778,6.250000000000001,40.5,2.0,14.5,9.0,3.75,7.199999999999998,2.152777777777778,6.250000000000001,6.1875,5.333333333333333,2.9375,2.25,2,2,0,3,6,0,14,29,4,12,26,3,6,20,4,2,2,0,10,22,4,4,9,2,5,19,3,2,5,0,0,0,0,2,4,2,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,1,4,1,-0.15873015873015872,-3.0,-2.0,-0.2,-4.0,-6.0,0.43243243243243246,0.36585365853658536,0.3389830508474576,0.38571428571428573,0.5,0.15151515151515152,111,41,70,16,0.41423948220064727,0.28688524590163933,0.2422360248447205,0.36403508771929827,0.4230769230769231,0.14516129032258066,309,122,228,26,0.4588235294117647,0.38,0.38461538461538464,0.25,0.12941176470588237,0.18,0.15384615384615385,0.25,0,1,0,0,0,0,0,1,1,1,0,1,1
1,0.7604838458083938,1,0.6994240718311123,217,洲際,2015-09-12,17:06,義大,4,中信兄弟,5,中信兄弟,2015,1,1,0.625,7.0,6.0,0.5555555555555556,5.0,6.0,0.25,5.0,7.0,0.8,9.0,6.0,0.6,5.0,6.0,0.6363636363636364,6.0,5.0,217,林哲瑄,張建銘,胡金龍,林益全,高國輝,鄭達鴻,陽冠威,陳凱倫,林瑋恩,張正偉,張志豪,林威助,周思齊,許基宏,蔣智賢,王勝偉,陳家駒,陳江和,何南德,克蘭頓,10,25,3,8,19,4,6,20,7,9,26,6,7,26,10,8,18,5,9,15,4,8,18,2,9,20,4,2,5,0,4,23,4,6,18,3,12,21,2,9,17,3,7,19,2,2,21,2,4,13,1,3,14,0,21,63,8,18,47,9,23,63,13,31,71,20,24,69,17,20,50,10,11,28,5,16,50,3,13,48,5,23,58,1,21,68,9,9,29,5,33,74,11,26,70,9,20,72,10,14,71,7,15,49,3,9,47,4,7.7142857142857135,7.0,2.571428571428572,1.2857142857142858,3.8571428571428568,7.0,1.4285714285714286,6.428571428571429,4.5,4.666666666666667,2.0,6.428571428571429,2.9801324503311264,7.55,1.4900662251655632,7.450331125827815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.06944444444444442,-2.0,0.0,-0.20000000000000007,-4.0,0.0,0.3582089552238806,0.49056603773584906,0.3,0.3883495145631068,0.1875,0.12280701754385964,134,53,103,48,0.3774104683195592,0.31746031746031744,0.24736842105263157,0.3557951482479784,0.2275449101796407,0.1388888888888889,363,126,371,167,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,1
0,0.3103183939017046,-2,-0.345586793515164,218,台南,2015-09-12,17:03,Lamigo,9,統一7-ELEVEn,7,Lamigo,2015,0,-2,0.5555555555555556,6.0,6.0,0.25,4.0,4.5,0.2,5.0,8.0,0.4,6.0,6.0,0.2,2.0,3.0,0.5384615384615384,6.0,6.0,218,陽耀勳,陳冠任,林智勝,林泓育,陳俊秀,王柏融,郭嚴文,郭永維,黃浩然,林志祥,方昶詠,劉芙豪,鄧志偉,陳鏞基,張泰山,朱元勤,高志綱,黃恩賜,許銘傑,王鏡銘,9,20,2,7,15,0,6,22,3,9,18,6,9,22,5,7,22,4,5,17,1,0,4,0,6,16,2,2,17,0,3,14,0,8,23,6,5,12,4,7,20,1,5,17,3,3,7,0,4,14,0,0,0,0,12,31,2,23,49,2,32,78,18,29,63,13,25,68,18,12,35,8,14,58,8,3,10,1,14,41,8,17,67,6,10,28,0,26,73,15,12,29,10,25,65,13,19,62,7,5,13,1,13,41,2,2,7,0,2.950819672131148,6.1,2.459016393442623,5.9016393442622945,5.4,5.0,1.8,7.2,4.809160305343512,6.55,2.595419847328244,6.183206106870228,8.470588235294116,1.7,2.4705882352941178,7.411764705882352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3055555555555556,-2.0,-1.5,-0.2,-4.0,-3.0,0.3949579831932773,0.2972972972972973,0.24193548387096775,0.2912621359223301,0.3333333333333333,0.16326530612244897,119,37,103,21,0.4104938271604938,0.28440366972477066,0.23493975903614459,0.33641975308641975,0.32786885245901637,0.19230769230769232,324,109,324,61,,,,,,,,,0,1,0,0,0,0,0,0,0,1,0,0,1
1,0.7793185000060409,4,0.7595137770122016,219,洲際,2015-09-13,17:11,義大,0,中信兄弟,4,中信兄弟,2015,1,4,0.5555555555555556,6.0,6.0,0.6,5.0,5.5,0.4,5.0,6.0,0.6,9.0,6.0,0.8,5.0,4.0,0.6666666666666666,5.5,4.5,219,林哲瑄,張建銘,胡金龍,林益全,高國輝,陽冠威,方克偉,林宗男,陳凱倫,張正偉,張志豪,蔣智賢,彭政閔,許基宏,陳子豪,王勝偉,周聖訓,黃仕豪,倪福德,伍鐸,9,25,3,9,18,4,8,20,5,8,25,4,8,25,10,9,19,4,2,2,1,1,2,0,7,17,2,5,8,0,3,22,2,7,18,1,5,16,0,12,20,4,0,1,0,1,21,2,0,7,0,0,0,0,22,68,8,21,47,9,24,63,14,31,71,20,25,69,18,11,32,5,2,2,1,3,12,0,16,53,3,26,62,1,18,67,9,21,71,11,29,72,6,27,69,9,6,23,1,13,70,7,0,9,0,0,0,0,3.8571428571428568,7.0,2.8571428571428568,1.2857142857142858,1.5652173913043481,7.666666666666668,1.3043478260869563,5.478260869565218,6.5131578947368425,5.066666666666666,2.5657894736842106,1.7763157894736843,1.862068965517241,7.25,1.4827586206896552,5.586206896551723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0444444444444444,-1.0,-0.5,0.20000000000000007,-4.0,-2.0,0.38636363636363635,0.47619047619047616,0.2608695652173913,0.3764705882352941,0.03571428571428571,0.10810810810810811,132,21,85,28,0.38285714285714284,0.31343283582089554,0.25,0.3489010989010989,0.16455696202531644,0.0975609756097561,350,67,364,79,,,,,,,,,0,0,0,0,1,0,0,0,0,0,1,0,1
0,0.39178960503125787,-2,-1.0045330834312483,220,台南,2015-09-13,17:05,Lamigo,9,統一7-ELEVEn,7,Lamigo,2015,0,-2,0.6,7.0,6.5,0.2222222222222222,5.0,5.0,0.16666666666666666,5.5,8.5,0.6,8.0,7.0,0.0,2.0,5.0,0.5,6.0,6.5,220,陽耀勳,陳冠任,林智勝,林泓育,陳俊秀,王柏融,郭嚴文,林智平,黃浩然,林志祥,方昶詠,劉芙豪,高國慶,陳鏞基,張泰山,林志賢,朱元勤,郭阜林,王溢正,廖文揚,8,20,1,7,16,0,8,23,10,10,23,6,7,20,5,8,22,5,8,18,1,3,9,0,6,17,3,5,18,0,5,15,3,8,23,3,4,18,1,7,21,1,3,18,1,0,0,0,5,12,1,1,13,0,14,36,2,26,50,2,33,79,25,29,64,13,25,66,18,14,40,9,16,59,7,18,56,2,14,45,9,18,69,6,12,30,3,27,74,13,14,49,3,24,66,11,18,63,6,0,0,0,7,18,2,7,40,2,0.0,7.0,0.8571428571428571,9.0,2.950819672131148,6.1,1.475409836065574,4.426229508196721,1.3636363636363638,6.6,1.5151515151515151,8.181818181818182,6.036585365853659,5.466666666666666,2.073170731707317,6.036585365853659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.37777777777777777,-2.0,-1.5,-0.6,-6.0,-2.0,0.3870967741935484,0.38636363636363635,0.24615384615384617,0.2831858407079646,0.24,0.05263157894736842,124,44,113,25,0.4208955223880597,0.3,0.23529411764705882,0.32193732193732194,0.2413793103448276,0.11235955056179775,335,160,351,58,,,,,,,,,0,0,0,0,0,0,0,0,0,1,0,1,0
1,0.42898196686330275,1,-1.1422275411680949,221,台南,2015-09-15,18:36,義大,1,統一7-ELEVEn,2,統一7-ELEVEn,2015,1,1,0.5,6.0,5.5,0.2,5.0,5.5,0.0,3.0,4.0,0.6,9.0,5.0,0.0,6.0,8.0,0.5,4.5,4.0,221,林哲瑄,張建銘,胡金龍,高國輝,鄭達鴻,陽冠威,鄭兆行,陳凱倫,林瑋恩,林志祥,劉芙豪,買嘉儀,高國慶,陳鏞基,潘武雄,張泰山,高志綱,方昶詠,希克,江辰晏,10,24,3,8,17,3,10,23,5,8,24,10,4,13,3,9,22,4,2,7,1,8,17,2,5,16,3,7,18,0,10,23,5,0,4,0,5,19,0,6,22,3,2,5,1,4,18,1,4,11,0,7,17,4,21,65,4,19,45,6,21,57,13,20,63,15,16,44,8,11,35,4,6,18,2,16,46,3,12,42,5,17,64,4,26,69,12,1,12,0,12,45,2,20,61,11,15,45,6,16,59,5,13,38,2,15,35,4,4.2,7.5,1.2666666666666666,11.4,7.128712871287129,5.05,2.4752475247524752,6.237623762376237,4.090909090909091,7.333333333333332,1.181818181818182,12.272727272727273,7.128712871287129,5.05,2.4752475247524752,6.237623762376237,0,0,0,3,9,1,3,5,0,4,9,1,1,2,0,0,7,4,0,0,0,2,6,2,3,7,2,6,17,2,10,22,2,2,8,3,2,16,5,8,19,6,3,8,3,0,9,4,8,15,4,0,2,1,-0.3,-1.0,0.0,-0.6,-3.0,3.0,0.3983739837398374,0.375,0.288135593220339,0.32967032967032966,0.32608695652173914,0.08695652173913043,123,40,91,46,0.34951456310679613,0.32075471698113206,0.19014084507042253,0.30743243243243246,0.3333333333333333,0.12582781456953643,309,106,296,132,0.34375,0.38461538461538464,0.34444444444444444,0.3076923076923077,0.1875,0.3076923076923077,0.23333333333333334,0.34615384615384615,0,0,0,0,1,1,0,1,1,1,0,1,0
