y,y_pred,y_p,y_p_pred,GAME NO.,STADIUM,DATE,TIME,AWAY TEAM,SCORE_A,HOME TEAM,SCORE_H,W,YEAR,Y_1,Y_2,A_WIN,A_SCORE,A_LOSE,H_WIN,H_SCORE,H_LOSE,H_WIN_VS,H_SCORE_VS,H_LOSE_VS,A_WIN_7,A_SCORE_7,A_LOSE_7,H_WIN_7,H_SCORE_7,H_LOSE_7,H_WIN_VS_60,H_SCORE_VS_60,H_LOSE_VS_60,GAME,A1,A2,A3,A4,A5,A6,A7,A8,A9,H1,H2,H3,H4,H5,H6,H7,H8,H9,AP,HP,A1_H_BB,A1_PA,A1_RBI,A2_H_BB,A2_PA,A2_RBI,A3_H_BB,A3_PA,A3_RBI,A4_H_BB,A4_PA,A4_RBI,A5_H_BB,A5_PA,A5_RBI,A6_H_BB,A6_PA,A6_RBI,A7_H_BB,A7_PA,A7_RBI,A8_H_BB,A8_PA,A8_RBI,A9_H_BB,A9_PA,A9_RBI,H1_H_BB,H1_PA,H1_RBI,H2_H_BB,H2_PA,H2_RBI,H3_H_BB,H3_PA,H3_RBI,H4_H_BB,H4_PA,H4_RBI,H5_H_BB,H5_PA,H5_RBI,H6_H_BB,H6_PA,H6_RBI,H7_H_BB,H7_PA,H7_RBI,H8_H_BB,H8_PA,H8_RBI,H9_H_BB,H9_PA,H9_RBI,A1_H_BB_30,A1_PA_30,A1_RBI_30,A2_H_BB_30,A2_PA_30,A2_RBI_30,A3_H_BB_30,A3_PA_30,A3_RBI_30,A4_H_BB_30,A4_PA_30,A4_RBI_30,A5_H_BB_30,A5_PA_30,A5_RBI_30,A6_H_BB_30,A6_PA_30,A6_RBI_30,A7_H_BB_30,A7_PA_30,A7_RBI_30,A8_H_BB_30,A8_PA_30,A8_RBI_30,A9_H_BB_30,A9_PA_30,A9_RBI_30,H1_H_BB_30,H1_PA_30,H1_RBI_30,H2_H_BB_30,H2_PA_30,H2_RBI_30,H3_H_BB_30,H3_PA_30,H3_RBI_30,H4_H_BB_30,H4_PA_30,H4_RBI_30,H5_H_BB_30,H5_PA_30,H5_RBI_30,H6_H_BB_30,H6_PA_30,H6_RBI_30,H7_H_BB_30,H7_PA_30,H7_RBI_30,H8_H_BB_30,H8_PA_30,H8_RBI_30,H9_H_BB_30,H9_PA_30,H9_RBI_30,AP_ERA,AP_PER_IP,AP_WHIP_HR,AP_SO,HP_ERA,HP_PER_IP,HP_WHIP_HR,HP_SO,AP_ERA_30,AP_PER_IP_30,AP_WHIP_HR_30,AP_SO_30,HP_ERA_30,HP_PER_IP_30,HP_WHIP_HR_30,HP_SO_30,A1_H_BB_VS,A1_PA_VS,A1_BSO_VS,A2_H_BB_VS,A2_PA_VS,A2_BSO_VS,A3_H_BB_VS,A3_PA_VS,A3_BSO_VS,A4_H_BB_VS,A4_PA_VS,A4_BSO_VS,A5_H_BB_VS,A5_PA_VS,A5_BSO_VS,A6_H_BB_VS,A6_PA_VS,A6_BSO_VS,A7_H_BB_VS,A7_PA_VS,A7_BSO_VS,A8_H_BB_VS,A8_PA_VS,A8_BSO_VS,A9_H_BB_VS,A9_PA_VS,A9_BSO_VS,H1_H_BB_VS,H1_PA_VS,H1_BSO_VS,H2_H_BB_VS,H2_PA_VS,H2_BSO_VS,H3_H_BB_VS,H3_PA_VS,H3_BSO_VS,H4_H_BB_VS,H4_PA_VS,H4_BSO_VS,H5_H_BB_VS,H5_PA_VS,H5_BSO_VS,H6_H_BB_VS,H6_PA_VS,H6_BSO_VS,H7_H_BB_VS,H7_PA_VS,H7_BSO_VS,H8_H_BB_VS,H8_PA_VS,H8_BSO_VS,H9_H_BB_VS,H9_PA_VS,H9_BSO_VS,H-A_WIN,H-A_SCORE,H-A_LOSE,H-A_WIN_7,H-A_SCORE_7,H-A_LOSE_7,A_OBP_16,A_OBP_79,A_RBI_46,H_OBP_16,H_OBP_79,H_RBI_46,A_PA_16,A_PA_79,H_PA_16,H_PA_79,A_OBP_16_30,A_OBP_79_30,A_RBI_46_30,H_OBP_16_30,H_OBP_79_30,H_RBI_46_30,A_PA_16_30,A_PA_79_30,H_PA_16_30,H_PA_79_30,A_OBP_16_VS,A_OBP_79_VS,H_OBP_16_VS,H_OBP_79_VS,A_BSO_16_VS,A_BSO_79_VS,H_BSO_16_VS,H_BSO_79_VS,VS_OBP_16,VS_OBP_79,VS_RBI_46,VS_PA_16,VS_PA_79,VS_OBP_16_VS,VS_OBP_79_VS,VS_BSO_16_VS,VS_BSO_79_VS,VS_ERA,VS_PER_IP,VS_WHIP_HR,VS_SO
1,0.7511637376324071,1,1.1657341439805686,225,新莊,2016-09-16,17:05,統一7-ELEVEn,7,中信兄弟,8,中信兄弟,2016,1,1,0.14285714285714285,3.0,8.0,0.3333333333333333,7.5,8.5,0.8,7.0,5.0,0.0,2.5,9.5,0.6666666666666666,9.0,7.0,0.5,7.5,5.0,225,林志祥,羅國龍,陳鏞基,高國慶,劉芙豪,蘇智傑,郭阜林,林志賢,黃恩賜,王勝偉,陳子豪,周思齊,彭政閔,許基宏,詹子賢,陳皓然,陳家駒,吳東融,戴倫,艾迪頓,9,18,0,6,15,1,0,0,0,1,9,0,4,10,2,6,17,2,2,8,0,0,0,0,0,0,0,2,13,2,7,15,4,6,15,2,8,13,2,1,3,0,2,3,2,1,2,0,0,0,0,1,2,0,23,69,9,25,74,10,7,30,3,14,62,3,16,32,4,27,71,9,2,10,0,0,0,0,6,18,3,20,74,8,21,52,11,29,66,8,23,56,9,6,18,1,8,23,4,9,22,2,10,37,3,1,2,0,,,,,4.5,3.0,3.1666666666666665,7.5,,,,,2.950819672131148,4.066666666666666,2.295081967213115,8.852459016393443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,1,2,0,2,4,1,3,5,1,0,0,0,0,0,0,1,2,0,1,3,1,0,0,0,0.19047619047619047,4.5,0.5,0.6666666666666666,6.5,-2.5,0.37681159420289856,0.25,0.1111111111111111,0.41935483870967744,0.5,0.21052631578947367,69,8,62,4,0.33136094674556216,0.2857142857142857,0.09696969696969697,0.370242214532872,0.32786885245901637,0.14432989690721648,338,28,289,61,,,0.625,0.4,,,0.125,0.2,1,1,1,0,0,0,0,0,0,0,0,0,0
0,0.39792013229786977,-3,-0.7984983125973346,226,桃園,2016-09-16,17:05,義大,11,Lamigo,8,義大,2016,0,-3,0.8,7.5,5.0,0.5714285714285714,8.0,6.0,0.25,5.5,6.0,0.8,8.0,7.0,0.5,6.5,2.0,0.5,7.5,7.5,226,胡金龍,張建銘,林哲瑄,林益全,高國輝,林威廷,陳凱倫,林琨笙,于孟雄,陽耀勳,林智平,王柏融,林泓育,朱育賢,陳俊秀,林承飛,余德龍,馮健庭,羅力,羅曼,12,26,7,7,16,1,12,25,7,6,24,3,10,23,5,8,23,4,6,24,5,0,0,0,0,0,0,5,10,1,4,9,2,6,9,1,6,8,5,3,7,0,1,9,3,2,8,0,1,1,0,1,4,0,37,90,16,20,59,3,39,86,11,34,87,24,14,30,5,27,79,10,26,77,8,0,0,0,0,0,0,21,62,8,30,61,5,34,61,13,31,56,24,27,50,12,13,51,9,12,41,5,4,11,0,4,15,0,2.7272727272727275,6.6,1.1363636363636365,7.5,0.8181818181818182,5.5,1.818181818181818,10.636363636363637,3.423913043478261,6.133333333333333,1.5760869565217392,6.847826086956522,1.0,6.0,1.6666666666666667,9.5,3,17,2,3,9,0,6,17,1,7,20,4,8,18,2,4,21,9,5,15,4,6,18,2,1,6,2,6,22,7,13,39,4,7,24,6,23,43,4,2,9,3,11,38,6,6,19,3,4,33,6,1,3,0,-0.22857142857142865,0.5,1.0,-0.30000000000000004,-1.5,-5.0,0.40145985401459855,0.25,0.17142857142857143,0.4807692307692308,0.3076923076923077,0.3333333333333333,137,24,52,13,0.39675174013921116,0.33766233766233766,0.1989795918367347,0.4574780058651026,0.29850746268656714,0.28662420382165604,431,77,341,67,0.30392156862745096,0.3076923076923077,0.35428571428571426,0.2,0.17647058823529413,0.20512820512820512,0.17142857142857143,0.16363636363636364,1,1,1,0,0,1,0,0,0,0,0,1,1
0,0.3029056989672213,-4,-1.8667210260981602,230,桃園,2016-09-18,17:07,義大,13,Lamigo,9,義大,2016,0,-4,0.8,8.5,7.0,0.3333333333333333,8.0,7.0,0.2,7.0,6.0,0.75,11.0,8.5,0.3333333333333333,8.0,3.0,0.5,8.0,7.5,230,胡金龍,高孝儀,林哲瑄,林益全,高國輝,林威廷,陳凱倫,方克偉,林瑋恩,陽耀勳,林智平,王柏融,陳金鋒,林泓育,朱育賢,陳俊秀,林承飛,余德龍,藍斯佛,王溢正,8,23,7,1,3,0,12,22,7,6,20,4,10,19,4,7,20,3,6,20,6,3,10,0,1,4,1,8,17,1,5,16,2,9,16,2,1,2,1,7,14,5,7,13,2,4,15,7,4,14,0,3,7,1,35,88,15,14,50,4,35,84,13,33,84,22,14,32,6,28,77,6,26,77,10,14,45,1,2,17,2,24,69,8,31,68,5,37,68,14,2,8,1,32,62,24,31,56,14,16,57,13,14,47,5,6,17,1,1.9285714285714288,7.0,1.2857142857142858,9.0,1.9354838709677415,4.65,1.075268817204301,8.709677419354838,1.8947368421052633,6.333333333333332,1.3157894736842106,10.421052631578947,6.7669172932330826,4.433333333333334,1.954887218045113,7.443609022556392,15,37,2,5,12,1,8,19,4,20,39,1,19,41,3,7,20,5,8,22,1,2,9,2,6,16,4,6,15,4,7,14,4,10,19,2,0,8,4,7,16,3,7,14,2,4,17,7,3,11,3,4,11,1,-0.46666666666666673,-0.5,0.0,-0.4166666666666667,-3.0,-5.5,0.411214953271028,0.29411764705882354,0.1864406779661017,0.47435897435897434,0.3055555555555556,0.27586206896551724,107,34,78,36,0.38313253012048193,0.302158273381295,0.17616580310880828,0.4743202416918429,0.2975206611570248,0.30952380952380953,415,139,331,121,0.44047619047619047,0.3404255319148936,0.43023255813953487,0.28205128205128205,0.09523809523809523,0.14893617021276595,0.22093023255813954,0.28205128205128205,1,1,1,0,1,0,0,1,1,1,0,0,0
0,0.418630594201552,-5,-0.46796771278968463,229,新莊,2016-09-18,17:19,統一7-ELEVEn,11,中信兄弟,6,統一7-ELEVEn,2016,0,-5,0.14285714285714285,3.0,8.0,0.6,8.0,7.0,1.0,8.5,5.0,0.0,3.0,11.0,0.75,8.5,7.0,0.5384615384615384,8.0,5.0,229,林志祥,羅國龍,陳鏞基,高國慶,劉芙豪,鄭鎧文,唐肇廷,林志賢,潘彥廷,張志豪,陳子豪,周思齊,林智勝,彭政閔,許基宏,王勝偉,陳家駒,潘萣翔,布魯斯,江忠城,5,14,2,5,12,0,1,5,2,4,9,0,1,6,0,3,6,1,1,4,0,0,0,0,0,0,0,0,0,0,10,20,7,7,20,3,2,13,0,11,18,3,3,8,2,5,18,2,3,4,1,0,0,0,25,74,11,26,79,10,8,35,5,18,67,3,17,37,4,21,59,10,15,37,3,0,0,0,0,0,0,0,0,0,20,48,13,28,65,8,20,55,12,26,57,10,4,14,2,20,70,7,13,38,4,0,0,0,12.5,3.6,5.1388888888888875,11.25,18.0,1.0,8.0,0.0,8.9010989010989,4.55,3.571428571428572,11.373626373626376,4.426229508196721,2.033333333333333,2.1311475409836067,13.278688524590164,3,11,4,4,8,2,2,4,0,3,9,1,0,3,3,3,4,0,1,4,1,1,1,0,0,0,0,2,9,5,7,13,4,6,19,3,7,19,5,3,10,1,8,16,1,8,20,1,1,6,1,2,8,1,0.45714285714285713,5.0,-1.0,0.75,5.5,-4.0,0.36538461538461536,0.25,0.047619047619047616,0.4177215189873418,0.36363636363636365,0.1282051282051282,52,4,79,22,0.32763532763532766,0.40540540540540543,0.10429447852760736,0.4100418410041841,0.3055555555555556,0.19047619047619047,351,37,239,108,0.38461538461538464,0.4,0.38372093023255816,0.3235294117647059,0.2564102564102564,0.2,0.22093023255813954,0.08823529411764706,1,1,1,1,1,0,0,0,0,1,0,1,0
1,0.6193415127066371,5,1.7475943127340345,227,新莊,2016-09-18,13:04,統一7-ELEVEn,7,中信兄弟,12,中信兄弟,2016,1,5,0.14285714285714285,3.0,8.0,0.6,8.0,7.0,1.0,8.5,5.0,0.0,3.0,11.0,0.75,8.5,7.0,0.5384615384615384,8.0,5.0,227,林志祥,陳傑憲,陳鏞基,高國慶,鄭鎧文,唐肇廷,潘彥廷,高志綱,羅國龍,張正偉,陳子豪,彭政閔,林智勝,許基宏,林威助,潘萣翔,鄭達鴻,吳東融,潘威倫,伍鐸,5,14,2,4,10,1,1,5,2,4,9,0,3,6,1,1,4,0,0,0,0,1,4,0,5,12,0,3,13,1,10,20,7,11,18,3,2,13,0,3,8,2,3,8,4,0,0,0,7,12,3,1,6,0,25,74,11,13,40,5,8,35,5,18,67,3,21,59,10,15,37,3,0,0,0,13,40,4,26,79,10,17,50,4,20,48,13,26,57,10,20,55,12,4,14,2,12,33,6,0,0,0,11,25,5,1,6,0,3.8571428571428568,7.0,2.0,0.0,4.426229508196721,6.1,1.8852459016393444,10.327868852459018,2.571428571428572,7.0,1.4285714285714286,1.9285714285714288,4.122137404580153,6.55,1.5648854961832062,8.931297709923664,3,19,4,0,3,1,7,12,2,7,15,2,2,6,2,1,5,2,0,0,0,4,15,2,2,12,3,7,25,0,3,10,0,8,18,0,1,3,1,2,10,1,5,16,1,0,0,0,0,2,0,0,0,0,0.45714285714285713,5.0,-1.0,0.75,5.5,-4.0,0.375,0.375,0.05263157894736842,0.4,0.4444444444444444,0.20689655172413793,48,16,80,18,0.32051282051282054,0.3277310924369748,0.09815950920245399,0.3852140077821012,0.3870967741935484,0.19607843137254902,312,119,257,31,0.3333333333333333,0.2222222222222222,0.3170731707317073,0.0,0.21666666666666667,0.18518518518518517,0.036585365853658534,0.0,1,1,1,1,1,0,0,0,0,1,0,0,1
0,0.3579583586455165,-8,-2.8576308005073736,231,桃園,2016-09-20,18:34,中信兄弟,12,Lamigo,4,中信兄弟,2016,0,-8,0.6666666666666666,8.5,7.0,0.16666666666666666,8.0,7.5,0.8,9.0,7.0,0.6,9.0,7.0,0.3333333333333333,9.0,11.0,0.5384615384615384,8.0,8.0,231,張正偉,陳子豪,周思齊,林智勝,彭政閔,許基宏,張志豪,鄭達鴻,王勝偉,林智平,郭嚴文,王柏融,林泓育,朱育賢,陳俊秀,林承飛,鍾承祐,余德龍,耐森,賽格威,3,12,1,9,23,12,9,22,3,4,18,1,12,23,4,5,17,7,1,6,2,6,13,3,5,18,2,8,17,4,1,1,0,12,17,4,8,15,8,7,14,2,6,16,7,3,14,1,1,7,0,4,12,1,15,46,4,22,56,19,26,62,7,22,64,13,28,62,11,5,17,7,1,6,2,9,25,4,18,64,6,34,74,7,1,1,0,41,73,16,36,67,27,33,61,14,19,62,14,15,51,6,9,32,4,7,22,1,3.8028169014084514,7.1,2.3943661971830985,3.8028169014084514,2.0610687022900764,4.366666666666666,1.297709923664122,4.809160305343512,6.12565445026178,6.366666666666667,2.198952879581152,7.0680628272251305,2.227722772277228,5.05,1.3366336633663367,4.00990099009901,1,2,0,1,1,0,3,6,1,0,0,0,0,3,3,0,2,0,0,1,0,0,0,0,1,4,0,6,13,1,4,8,1,8,15,1,5,11,3,3,5,0,6,11,1,6,9,2,0,0,0,2,8,2,-0.5,-0.5,0.5,-0.26666666666666666,0.0,4.0,0.3652173913043478,0.32432432432432434,0.20689655172413793,0.525,0.24242424242424243,0.37777777777777777,115,37,80,33,0.38436482084690554,0.29473684210526313,0.21678321678321677,0.48520710059171596,0.29523809523809524,0.2894736842105263,307,95,338,105,0.35714285714285715,0.2,0.5079365079365079,0.47058823529411764,0.2857142857142857,0.0,0.1111111111111111,0.23529411764705882,1,0,1,0,0,1,1,0,1,0,0,0,1
1,0.7384216861291516,1,1.1528600251098053,232,洲際,2016-09-21,18:34,統一7-ELEVEn,8,義大,9,義大,2016,1,1,0.14285714285714285,7.0,8.0,0.8888888888888888,9.0,8.0,0.75,7.0,3.5,0.25,7.0,9.5,1.0,11.0,9.0,0.5333333333333333,6.0,5.0,232,林志祥,羅國龍,陳鏞基,高國慶,劉芙豪,唐肇廷,陳傑憲,高志綱,潘彥廷,胡金龍,張建銘,林哲瑄,林益全,高國輝,林威廷,陳凱倫,方克偉,李宗賢,廖文揚,力猛,7,20,3,6,18,7,4,16,6,8,18,1,5,11,1,4,13,0,3,11,0,4,9,0,0,0,0,7,18,4,5,12,2,10,17,11,6,16,1,7,15,4,6,16,5,5,16,4,0,5,0,0,0,0,23,71,9,27,76,15,11,45,9,19,64,4,20,40,5,13,34,2,13,38,4,12,38,1,0,0,0,39,94,17,19,58,5,39,89,19,36,89,22,15,37,8,30,82,9,26,82,10,14,47,1,11,28,10,,,,,8.839285714285715,3.733333333333333,2.5,8.035714285714286,36.0,2.0,9.0,0.0,6.180257510729613,4.659999999999998,2.1459227467811157,6.180257510729613,8,19,2,8,17,2,10,26,2,6,22,5,2,12,5,6,23,8,1,3,0,2,12,3,0,0,0,8,24,1,6,22,5,3,8,1,10,27,3,13,30,3,9,17,4,1,5,0,1,3,0,0,0,0,0.746031746031746,2.0,0.0,0.75,4.0,-0.5,0.3541666666666667,0.35,0.047619047619047616,0.43617021276595747,0.23809523809523808,0.2127659574468085,96,20,94,21,0.3424242424242424,0.32894736842105265,0.07971014492753623,0.39643652561247217,0.3248407643312102,0.1875,330,76,449,157,0.33613445378151263,0.2,0.3828125,0.25,0.20168067226890757,0.2,0.1328125,0.0,1,0,1,0,1,1,1,0,0,0,0,0,0
0,0.3292064689988656,-9,-3.130986113161058,233,桃園,2016-09-22,18:34,中信兄弟,14,Lamigo,5,中信兄弟,2016,0,-9,0.7142857142857143,9.0,7.0,0.16666666666666666,6.0,8.5,0.6666666666666666,8.5,7.5,0.6,9.0,7.0,0.25,8.5,11.5,0.5,8.0,8.0,233,張正偉,陳子豪,周思齊,林智勝,彭政閔,許基宏,林威助,鄭達鴻,王勝偉,林智平,郭嚴文,王柏融,林泓育,陳俊秀,朱育賢,鍾承祐,陳雁風,余德龍,艾迪頓,郭駿傑,6,13,3,8,24,15,11,22,5,4,19,2,11,24,3,7,22,8,4,8,0,7,14,2,4,19,1,9,22,5,3,6,2,13,22,4,9,19,8,8,20,7,8,18,3,2,11,0,0,1,0,5,15,1,18,52,6,23,62,23,28,63,9,23,68,14,27,62,11,7,22,8,13,31,6,13,30,4,17,64,7,35,79,8,3,6,2,42,78,16,37,71,27,21,66,14,34,65,15,10,36,4,0,1,0,8,25,1,5.625,4.0,1.625,9.0,7.5,0.6,1.6666666666666667,7.5,4.21875,4.8,2.03125,9.375,5.1923076923076925,1.3,2.1153846153846154,1.7307692307692306,1,5,1,1,3,0,2,5,0,1,4,1,2,4,1,1,1,0,1,6,1,1,2,1,0,4,0,2,4,0,0,0,0,1,4,0,3,4,0,1,3,1,4,4,0,0,0,0,0,0,0,0,0,0,-0.5476190476190477,-3.0,1.5,-0.35,-0.5,4.5,0.3790322580645161,0.36585365853658536,0.2,0.4672897196261682,0.25925925925925924,0.3157894736842105,124,41,107,27,0.3829787234042553,0.344,0.21710526315789475,0.4712328767123288,0.2903225806451613,0.27722772277227725,329,125,365,62,0.36363636363636365,0.16666666666666666,0.5789473684210527,,0.13636363636363635,0.16666666666666666,0.05263157894736842,,1,0,1,0,0,1,0,0,0,1,0,1,0
1,0.632123837219016,8,-0.26878334059420134,234,洲際,2016-09-22,18:34,統一7-ELEVEn,2,義大,10,義大,2016,1,8,0.125,7.0,8.5,0.8888888888888888,9.0,8.0,0.875,8.5,4.5,0.2,7.0,9.0,1.0,11.0,8.5,0.6,6.0,5.0,234,林志祥,羅國龍,陳鏞基,高國慶,劉芙豪,唐肇廷,陳傑憲,林志賢,潘彥廷,胡金龍,高孝儀,林哲瑄,林益全,高國輝,林威廷,陳凱倫,方克偉,李宗賢,戴倫,羅力,8,27,3,10,25,10,5,22,6,10,24,1,7,16,3,5,19,1,5,14,0,0,0,0,0,0,0,11,25,5,3,6,0,14,24,12,9,23,3,11,22,7,9,22,5,8,22,5,2,9,0,1,6,1,24,78,9,31,83,18,12,51,9,21,70,4,22,45,7,14,40,3,15,41,4,0,0,0,0,0,0,43,101,18,17,55,4,43,96,20,39,96,24,19,44,11,33,88,9,29,88,11,16,51,1,12,34,11,,,,,1.9285714285714288,7.0,1.1428571428571428,8.357142857142858,,,,,3.319672131147541,6.1,1.598360655737705,7.377049180327869,14,58,14,16,58,11,16,53,13,18,50,7,7,21,6,9,30,4,1,3,0,3,9,1,0,0,0,5,6,0,0,3,0,2,6,1,1,6,3,1,3,1,1,5,3,1,5,1,1,3,0,2,5,0,0.7638888888888888,2.0,-0.5,0.8,4.0,-0.5,0.3383458646616541,0.35714285714285715,0.0847457627118644,0.4672131147540984,0.2972972972972973,0.22388059701492538,133,14,122,37,0.33787465940054495,0.36585365853658536,0.09032258064516129,0.4041666666666667,0.32947976878612717,0.19298245614035087,367,41,480,173,0.2962962962962963,0.3333333333333333,0.3448275862068966,0.3076923076923077,0.2037037037037037,0.08333333333333333,0.27586206896551724,0.07692307692307693,1,0,1,0,1,1,0,1,0,0,0,0,0
0,0.24625185270749037,-10,-5.971604070489878,235,台南,2016-09-23,18:37,Lamigo,11,統一7-ELEVEn,1,Lamigo,2016,0,-10,0.16666666666666666,6.5,11.5,0.1111111111111111,7.0,9.0,0.5,2.0,9.0,0.0,6.5,12.5,0.2,7.0,9.0,0.4,4.5,8.5,235,陽耀勳,林智平,王柏融,林泓育,陳俊秀,郭嚴文,林承飛,林政億,余德龍,林志祥,羅國龍,蘇智傑,高國慶,劉芙豪,唐肇廷,陳傑憲,郭峻偉,潘彥廷,羅曼,達斯汀,4,14,0,6,22,3,10,21,7,7,19,3,8,19,5,4,10,3,3,14,1,1,2,0,5,17,1,6,27,3,9,26,10,2,4,1,11,24,1,8,17,3,5,18,1,5,13,0,0,0,0,0,0,0,25,76,8,36,83,8,44,82,20,38,75,27,21,70,14,4,10,3,15,55,6,1,2,0,9,28,1,24,82,9,31,87,18,24,64,9,22,74,4,23,47,7,15,43,3,16,44,4,4,10,2,0,0,0,3.272727272727273,5.5,2.090909090909091,7.363636363636362,10.8,5.0,2.3,4.5,2.25,6.0,1.9166666666666667,8.25,9.0,5.0,2.25,5.85,3,6,0,4,6,0,5,6,0,4,5,0,1,4,0,1,3,0,1,6,1,0,0,0,0,0,0,9,28,5,4,14,5,3,6,3,7,24,4,0,0,0,9,24,5,1,5,2,2,3,0,0,0,0,-0.05555555555555555,0.5,-2.5,0.2,0.5,-3.5,0.37142857142857144,0.2727272727272727,0.22916666666666666,0.35344827586206895,0.38461538461538464,0.0847457627118644,105,33,116,13,0.42424242424242425,0.29411764705882354,0.2838709677419355,0.3501259445843829,0.37037037037037035,0.08536585365853659,396,85,397,54,0.6,0.16666666666666666,0.3333333333333333,0.375,0.0,0.16666666666666666,0.22916666666666666,0.25,0,1,0,1,0,0,1,1,1,1,0,1,0
0,0.21481389425043124,-4,-2.6228869948446163,236,洲際,2016-09-23,18:33,中信兄弟,8,義大,4,中信兄弟,2016,0,-4,0.75,9.5,7.0,0.8888888888888888,10.0,8.0,0.4,7.0,9.0,0.8,12.0,7.0,1.0,10.5,8.0,0.5833333333333334,8.0,6.5,236,張志豪,陳子豪,周思齊,林智勝,彭政閔,許基宏,王勝偉,陳家駒,潘萣翔,胡金龍,高孝儀,林哲瑄,林益全,高國輝,林威廷,陳凱倫,林琨笙,李宗賢,鄭錡鴻,陳明軒,2,12,2,9,25,16,11,23,4,6,19,3,10,24,6,10,24,10,6,19,2,6,8,2,0,0,0,12,25,4,6,11,2,13,24,10,9,23,5,9,21,7,8,21,4,7,21,3,0,0,0,2,10,1,2,12,2,26,68,26,32,69,9,25,73,15,30,67,14,11,27,10,19,69,8,14,34,4,0,0,0,46,106,19,20,60,6,46,101,21,40,101,26,21,48,12,34,92,10,30,92,11,0,0,0,13,38,11,12.857142857142856,2.1,7.6190476190476195,8.571428571428571,6.0,3.0,2.333333333333333,3.0,20.76923076923077,1.3,6.346153846153847,6.9230769230769225,15.0,1.5,4.666666666666667,3.0,0,0,0,1,2,0,2,2,0,0,2,1,2,2,0,0,0,0,0,1,0,0,0,0,1,1,0,11,19,0,2,11,2,8,19,5,8,19,3,13,22,4,5,16,1,2,12,4,5,11,3,0,0,0,0.13888888888888884,0.5,1.0,0.19999999999999996,-1.5,1.0,0.3779527559055118,0.4444444444444444,0.2835820895522388,0.456,0.2903225806451613,0.24615384615384617,127,27,125,31,0.3987341772151899,0.32038834951456313,0.23353293413173654,0.4074803149606299,0.33076923076923076,0.1991701244813278,316,103,508,130,0.625,0.5,0.44339622641509435,0.30434782608695654,0.125,0.0,0.14150943396226415,0.30434782608695654,1,0,0,0,1,0,0,1,1,0,1,0,0
0,0.3433620793498542,-12,-1.3926936555455192,238,洲際,2016-09-24,17:05,中信兄弟,16,義大,4,中信兄弟,2016,0,-12,0.7777777777777778,9.0,7.0,0.7777777777777778,10.0,8.0,0.2,4.0,9.0,0.8,12.0,5.0,0.75,9.5,8.0,0.5384615384615384,7.0,7.0,238,張正偉,張志豪,周思齊,林智勝,彭政閔,許基宏,陳子豪,鄭達鴻,潘萣翔,胡金龍,張建銘,林哲瑄,林益全,高國輝,林威廷,陳凱倫,方克偉,李宗賢,伍鐸,黃亦志,6,16,2,4,18,3,14,24,6,8,25,4,10,25,6,10,25,9,8,25,13,5,14,3,0,0,0,13,23,5,3,8,0,12,21,8,8,21,4,7,20,6,6,19,4,6,18,1,5,11,1,3,13,2,19,58,6,4,18,3,36,75,12,27,79,16,33,73,15,13,33,11,28,73,26,14,35,7,0,0,0,47,106,20,20,62,5,45,101,20,40,101,24,21,52,12,32,92,10,32,92,11,19,53,2,14,41,12,3.4090909090909087,6.6,1.8181818181818183,6.8181818181818175,32.72727272727273,1.1,7.272727272727272,8.181818181818182,3.7786259541984735,6.55,1.7557251908396947,7.557251908396948,8.839285714285715,3.733333333333333,2.321428571428572,3.2142857142857144,1,4,1,1,1,0,3,7,3,3,6,1,2,5,0,0,0,0,0,3,1,2,7,2,0,2,0,7,16,2,1,9,5,6,16,4,5,12,3,6,16,3,3,7,1,4,11,1,1,5,1,0,0,0,0.0,1.0,1.0,-0.050000000000000044,-2.5,3.0,0.39097744360902253,0.3333333333333333,0.25333333333333335,0.4375,0.3333333333333333,0.23333333333333334,133,39,112,42,0.39285714285714285,0.3888888888888889,0.22702702702702704,0.39883268482490275,0.34946236559139787,0.18775510204081633,336,108,514,186,0.43478260869565216,0.16666666666666666,0.3684210526315789,0.3125,0.21739130434782608,0.25,0.23684210526315788,0.125,1,0,0,0,1,0,1,1,0,1,0,1,1
